datasetId,context,scope,cancer,geneA,geneB,studyId,nPatients,nEvents,nBoth,nDoubleNegative,nCancerGroups,coefficient,standardError,hazardRatio,ciLow,ciHigh,p,contrast,model,tiesMethod,fitStatus
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,luad_mskcc_2020,226,16,53,173,1,1.029471036,0.5565914622,2.799584563,0.9404204804,8.334222712,0.06437136086,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,luad_mskcc_2023_met_organotropism,20,7,5,15,1,1.406548715,0.8235568603,4.081843462,0.8125376154,20.50544582,0.08765581101,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,luad_mskimpact_2021,16,9,0,16,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,luad_oncosg_2020,196,55,17,179,1,0.04000575963,0.4696707696,1.040816769,0.414562292,2.613116454,0.9321196387,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,luad_tcga_pan_can_atlas_2018,198,72,55,143,1,0.6313374174,0.2592398621,1.880123408,1.131152047,3.125012273,0.01487776912,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,lung_nci_2022,164,34,1,163,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,mixed_allen_2018,9,5,3,6,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,msk_access_2021,73,31,12,61,1,0.5229179614,0.4378693576,1.686942909,0.7151305186,3.979380414,0.2323869049,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,msk_chord_2024,537,108,94,443,1,0.4283942199,0.2291160686,1.534791007,0.9795470355,2.404768071,0.06151584391,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,msk_impact_2017,311,95,84,227,1,0.6843401064,0.2182323092,1.982463189,1.29254435,3.040638641,0.001713666764,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,msk_impact_50k_2026,1159,334,333,826,1,0.5226785141,0.1134257092,1.686539024,1.350355929,2.106417883,4.063393269e-06,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,msk_met_2021,54,18,1,53,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,pog570_bcgsc_2020,25,14,2,23,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,tmb_mskcc_2018,68,43,36,32,1,0.08569979355,0.3066704818,1.089479211,0.5972835586,1.987272097,0.7798976842,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,bm_nsclc_mskcc_2023,40,17,14,26,1,0.4160573064,0.5201516788,1.515972741,0.5469372222,4.201896048,0.4237821294,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,luad_cas_2020,48,8,2,46,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,luad_cptac_gdc,28,27,3,25,1,1.310845539,0.6939454057,3.709308751,0.9519312497,14.45374486,0.05889517554,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,luad_mskcc_2020,260,16,18,242,1,-0.3717410615,1.039368922,0.689532766,0.08991713866,5.287706465,0.7205975023,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,luad_mskcc_2023_met_organotropism,26,8,1,25,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,luad_mskimpact_2021,17,10,1,16,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,luad_oncosg_2020,193,58,5,188,1,1.34511797,0.6011626346,3.838639359,1.181589844,12.47061508,0.02525187935,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,luad_tcga_pan_can_atlas_2018,221,75,26,195,1,0.6119892811,0.3165779741,1.844096178,0.99154381,3.429692848,0.05321905627,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,lung_nci_2022,171,37,0,171,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,mixed_allen_2018,10,5,2,8,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,msk_access_2021,81,35,8,73,1,1.082585557,0.5501337602,2.952303038,1.004352645,8.678319582,0.04908428734,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,msk_chord_2024,646,128,40,606,1,0.7861529996,0.2843500685,2.194936243,1.257137243,3.832314363,0.005696880223,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,msk_impact_2017,343,104,52,291,1,1.079593032,0.2323221454,2.943481405,1.866845287,4.641028819,3.368532126e-06,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,msk_impact_50k_2026,1248,368,118,1130,1,0.9060455883,0.1404553885,2.474517898,1.879034508,3.258715474,1.112823305e-10,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,msk_met_2021,74,22,0,74,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,pog570_bcgsc_2020,24,13,0,24,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_STK11_TP53_positive,STK11–TP53 (LUAD),cancer-specific,LUAD,STK11,TP53,tmb_mskcc_2018,72,47,21,51,1,0.5555365711,0.3094424572,1.742875911,0.9503171574,3.196423864,0.07260873113,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,coad_cptac_2019,54,2,1,53,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,coad_silu_2022,187,86,2,185,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,coad_tcga_gdc,12,1,0,12,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,coadread_cass_2020,97,18,1,96,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,coadread_tcga_pan_can_atlas_2018,310,63,6,304,1,1.497714719,0.6010054408,4.471458844,1.376805141,14.52198542,0.01270205866,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,crc_apc_impact_2020,45,23,1,44,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,crc_hta8_htan_2024,21,6,0,21,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,crc_orion_2024,31,8,1,30,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,msk_chord_2024,581,91,13,568,1,0.8384197904,0.589228026,2.312709522,0.728734421,7.339608476,0.1547615876,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,msk_impact_2017,58,14,5,53,1,0.4932494456,0.7667051928,1.63762897,0.3644138455,7.359294044,0.5200057684,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,msk_impact_50k_2026,1390,247,27,1363,1,-0.1684360539,0.4143044936,0.8449852952,0.3751392683,1.903293549,0.6843375303,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,msk_met_2021,23,11,0,23,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,pog570_bcgsc_2020,33,24,0,33,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,read_tcga_gdc,7,1,0,7,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_BRAF_KRAS_positive,BRAF–KRAS (COADREAD),cancer-specific,COADREAD,BRAF,KRAS,tmb_mskcc_2018,11,4,0,11,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,mel_dfci_2019,51,26,3,48,1,0.4835063055,0.7396241308,1.621750799,0.3805527976,6.911197787,0.5132928962,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,mel_iatlas_liu_2019,41,23,3,38,1,0.3502370948,0.7448137134,1.419404042,0.3297003858,6.110723315,0.6381874971,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,mel_iatlas_riaz_nivolumab_2017,37,20,1,36,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,mel_mskimpact_2020,127,25,9,118,1,0.8427969406,0.6208566296,2.322854786,0.6879358456,7.843252235,0.1746305428,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,mel_tsam_liang_2017,25,12,0,25,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,mel_ucla_2016,16,9,0,16,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,mixed_allen_2018,54,40,13,41,1,0.03078802629,0.3674959549,1.031266879,0.5018315317,2.11925977,0.9332330478,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,msk_impact_2017,24,4,0,24,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,msk_impact_50k_2026,231,51,12,219,1,0.2043465612,0.5959317597,1.226723214,0.3814947366,3.94461496,0.7316717213,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,pog570_bcgsc_2020,6,4,0,6,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,skcm_dfci_2015,51,42,7,44,1,0.3957001881,0.417379352,1.485423903,0.6555056807,3.366079405,0.3430994959,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,skcm_mskcc_2014,19,10,0,19,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,skcm_tcga_gdc,10,0,0,10,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,skcm_tcga_pan_can_atlas_2018,111,58,13,98,1,-0.4326145848,0.4331268228,0.648810505,0.2776129065,1.516338259,0.3178831803,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_SKCM_BRAF_NRAS_positive,BRAF–NRAS (SKCM),cancer-specific,SKCM,BRAF,NRAS,tmb_mskcc_2018,79,27,8,71,1,0.3402702069,0.5530217684,1.405327268,0.4753839233,4.154420531,0.5383614975,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (UCEC),cancer-specific,UCEC,PIK3CA,PIK3R1,msk_impact_2017,41,14,4,37,1,0.2527078153,1.055062149,1.287507032,0.1628092517,10.18169631,0.8107028828,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (UCEC),cancer-specific,UCEC,PIK3CA,PIK3R1,msk_impact_50k_2026,616,126,139,477,1,-1.099445082,0.3036954215,0.333055851,0.1836585098,0.6039807248,0.0002943494717,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (UCEC),cancer-specific,UCEC,PIK3CA,PIK3R1,msk_met_2021,27,3,0,27,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (UCEC),cancer-specific,UCEC,PIK3CA,PIK3R1,ucec_tcga_gdc,10,1,2,8,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (UCEC),cancer-specific,UCEC,PIK3CA,PIK3R1,ucec_tcga_pan_can_atlas_2018,206,39,48,158,1,-0.9459547048,0.4532010186,0.3883086737,0.1597392662,0.9439358878,0.03686337326,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (UCEC),cancer-specific,UCEC,PIK3CA,PIK3R1,ucs_msk_2024,18,3,4,14,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (UCEC),cancer-specific,UCEC,PIK3CA,PIK3R1,uec_cptac_gdc,10,10,1,9,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,msk_impact_2017,36,9,8,28,1,-0.3061870321,1.083092127,0.7362489044,0.08812415612,6.151122157,0.7774090192,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,msk_impact_50k_2026,435,84,190,245,1,0.09012876056,0.2188820793,1.094315179,0.7125734876,1.680564507,0.6805090611,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,msk_met_2021,20,0,1,19,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,ucec_tcga_gdc,5,2,1,4,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,ucec_tcga_pan_can_atlas_2018,126,20,64,62,1,-0.1128126758,0.4496237754,0.8933179845,0.3700714876,2.156386126,0.8018878639,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,ucs_msk_2024,20,2,12,8,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,uec_cptac_gdc,10,10,6,4,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,msk_impact_2017,35,14,0,35,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,msk_impact_50k_2026,787,93,48,739,1,0.1892221325,0.4222030339,1.208309327,0.5281998262,2.764127056,0.6540247026,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,msk_met_2021,26,0,0,26,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,ucec_tcga_gdc,9,3,1,8,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,ucec_tcga_pan_can_atlas_2018,234,27,16,218,1,-0.9611223642,1.021137712,0.3824633818,0.05168873031,2.8299832,0.3465885538,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,ucs_msk_2024,31,2,4,27,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,uec_cptac_gdc,16,16,1,15,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_MDS_SF3B1_SRSF2_positive,SF3B1–SRSF2 (MDS),cancer-specific,MDS,SF3B1,SRSF2,aml_ohsu_2022,11,6,0,11,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_MDS_SF3B1_SRSF2_positive,SF3B1–SRSF2 (MDS),cancer-specific,MDS,SF3B1,SRSF2,heme_msk_impact_2022,107,36,0,107,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_MDS_SF3B1_SRSF2_positive,SF3B1–SRSF2 (MDS),cancer-specific,MDS,SF3B1,SRSF2,mds_iwg_2022,1901,980,28,1873,1,0.2996880933,0.2604994243,1.349437843,0.8098701148,2.248487084,0.2499640592,A+B versus A−/B−,within-study Cox model,Efron,estimated
